PaymentID;CustomerId;ProductId;TransactionDate;CreditCard;CreditCardNumber;Name;Username;Phone;Price;CompanyName;errorMessage
3424401;929;10346;07-01-2013;mastercard;5226 5201 0851 4195;Salinas Brycen;brycsalina3035;(703) 709-8513;;;Price!=null failed
3424403;263;10178;14-01-2013;mastercard;5578 6533 8412 3813;Farmer Eloise;eloisefar7738;(915) 525-2430;;;Price!=null failed
3424405;877;10014;03-01-2013;maestro;6759 1863 5163 0048;Kerr Patricia;patricker7551;(419) 480-8781;;;Price!=null failed
3424407;848;10191;19-01-2013;mastercard;5486 5993 5777 8904;Curtis Tyrell;tyrellcurtis7976;(215) 779-4593;;;Price!=null failed
3424410;851;10329;05-01-2013;amex;3478 8940 5668 847;Koch Lawson;lawsonko3174;(727) 933-4755;;;Price!=null failed
3424423;202;10286;27-01-2013;visa;4130 0115 3792 8907;Peters Giovani;giovpeter1602;(929) 226-5742;;;Price!=null failed
3424424;329;10187;24-01-2013;visaelectron;4026 9691 4858 5290;Carr Davon;davoncarr1000;(501) 998-9035;;;Price!=null failed
3424425;122;10285;26-01-2013;mastercard;5315 2913 1987 1525;Mason Adyson;adymason8104;(724) 410-2252;;;Price!=null failed
3424426;511;10097;18-01-2013;visa;4085 3232 3754 7860;William Journey;journwilli8499;(410) 266-8953;;;Price!=null failed
3424430;849;10345;28-01-2013;visaelectron;4844 6596 0963 5292;Goodman Lincoln;lincolngood8351;(802) 832-9506;;;Price!=null failed
3424431;644;10243;07-01-2013;visa;4648 8390 3130 0446;Erickson Paityn;paitynericks4112;(330) 975-3928;;;Price!=null failed
3424433;877;10304;10-01-2013;maestro;5018 8767 2206 5929;Kerr Patricia;patricker7551;(419) 480-8781;;;Price!=null failed
3424434;314;10114;03-01-2013;maestro;6762 9930 6199 9281;Randall Priscilla;priscirand7732;(605) 208-6333;;;Price!=null failed
3424436;280;10215;12-01-2013;mastercard;5392 7349 5097 0920;Martin Maximilian;maximimartin1846;(515) 846-1255;;;Price!=null failed
3424438;187;10258;17-01-2013;visaelectron;4508 1060 3192 1830;Montoya Nova;novamont6095;(732) 867-7497;;;Price!=null failed
3424442;905;10094;22-01-2013;visaelectron;4917 4572 9888 3212;Bauer Nico;nicbauer3270;(215) 616-5576;;;Price!=null failed
3424443;414;10075;07-01-2013;mastercard;5565 4830 6793 7379;Holder Kynlee;kynlholde6588;(770) 619-8728;;;Price!=null failed
3424446;485;10030;11-01-2013;mastercard;5291 7769 0870 1057;Kinney Chase;chakinne9003;(802) 638-2162;;;Price!=null failed
3424451;669;10348;13-01-2013;amex;3406 4149 2219 639;Lewis Alessandra;alessandrlewi8060;(219) 332-5825;;;Price!=null failed
3424452;887;10187;14-01-2013;instapayment;6389 5377 4927 9963;Glover Ashtyn;ashtynglov9155;(207) 618-2652;;;Price!=null failed
3424453;139;10126;25-01-2013;maestro;6763 6851 6617 8055;Stanley Gage;gagstan2981;(201) 502-5802;;;Price!=null failed
3424454;14;10069;30-01-2013;mastercard;5389 1772 4908 9711;Foley Alyvia;alyvfole9402;(269) 457-1165;;;Price!=null failed
3424457;282;10027;30-01-2013;amex;3727 5114 3464 012;Manning Penelope;penelopmannin1491;(715) 303-3704;;;Price!=null failed
3424459;557;10187;04-01-2013;instapayment;6375 7601 1362 5951;Mckenzie Keyla;kemckenzi2210;(410) 219-2927;;;Price!=null failed
3424460;713;10035;19-01-2013;visa;4562 1784 8739 5150;Sears Isla;islsears6039;(520) 500-1636;;;Price!=null failed
3424466;329;10116;10-01-2013;mastercard;5372 7755 1640 9824;Carr Davon;davoncarr1000;(501) 998-9035;;;Price!=null failed
3424467;711;10131;30-01-2013;visa;4020 2642 0241 1740;Bruce Savannah;savannbruc2145;(936) 134-8768;;;Price!=null failed
3424469;106;10178;10-01-2013;instapayment;6388 1750 2793 3265;Mcgee Tabitha;tabithmcgee1340;(206) 461-1351;;;Price!=null failed
3424470;998;10297;21-01-2013;amex;3702 5499 5656 233;Sanders Thomas;thosand9993;(269) 936-0820;;;Price!=null failed
3424477;836;10207;10-01-2013;amex;3461 7279 8655 866;Fuller Kaleigh;kaleighfull2063;(619) 626-3190;;;Price!=null failed
3424487;571;10075;27-01-2013;maestro;5020 8184 0048 5272;Gay Braeden;braedenga2372;(561) 231-4820;;;Price!=null failed
3424489;783;10277;11-01-2013;amex;3416 1038 5023 654;Solis Keon;kesol2683;(540) 171-9838;;;Price!=null failed
3424490;395;10079;04-01-2013;mastercard;5172 9885 7255 1650;Walter Branden;brawalter3760;(423) 955-3314;;;Price!=null failed
3424492;123;10182;23-01-2013;visa;4513 7944 9480 9924;Bridges Dimitri;dimitbridge8258;(518) 233-9219;;;Price!=null failed
3424494;241;10033;05-01-2013;maestro;6762 5934 5821 9192;Coffey Erika;ercoffey6995;(615) 585-6204;;;Price!=null failed
3424495;975;10336;01-01-2013;visaelectron;4175 0027 3192 3758;Gould Grayson;graysogou4603;(310) 513-6945;;;Price!=null failed
3424499;116;10203;25-01-2013;visaelectron;4175 0099 4492 6072;Albert Ingrid;ingalb8306;(201) 470-1700;;;Price!=null failed
3424509;303;10139;07-01-2013;amex;3434 2794 2943 342;Wright Bree;brewri8713;(203) 368-2942;;;Price!=null failed
3424512;620;10208;07-01-2013;maestro;5018 9952 4849 8180;Nielsen Felicity;felicityniel6610;(208) 170-9132;;;Price!=null failed
3424516;219;10093;15-01-2013;visa;4865 6179 5360 3740;Ashley Esperanza;esperanashl1463;(716) 309-6717;;;Price!=null failed
3424517;526;10110;21-01-2013;amex;3780 7145 2700 631;Fox Alissa;alissaf7663;(671) 152-7478;;;Price!=null failed
3424525;740;10243;12-01-2013;instapayment;6389 1270 2098 8308;Pennington Eloise;elopenningto6698;(551) 626-5996;;;Price!=null failed
3424529;138;10079;20-01-2013;instapayment;6377 0364 7618 8160;Small Brianna;briannsmal7098;(314) 966-3100;;;Price!=null failed
3424532;473;10182;17-01-2013;maestro;6759 3661 2026 8565;Mosley Martha;marthmosle3742;(802) 593-3378;;;Price!=null failed
3424537;403;10161;10-01-2013;maestro;6761 6828 7474 5459;Hansen Autumn;autuhan6434;(708) 593-4131;;;Price!=null failed
3424538;422;10286;02-01-2013;visaelectron;4917 2928 8547 9870;Patton Larissa;laripatton5857;(215) 682-5901;;;Price!=null failed
3424542;206;10208;20-01-2013;mastercard;5476 7635 4238 1097;Wiley Conor;conorwil5596;(321) 751-8224;;;Price!=null failed
3424546;192;10297;06-01-2013;visa;4142 8452 9275 4743;Walker Houston;houstowalker2941;(513) 321-3759;;;Price!=null failed
3424551;169;10171;05-01-2013;maestro;6304 6731 3157 6765;Pope Skyler;skypope8818;(539) 441-7328;;Becton;Price!=null failed
3424554;500;10053;19-01-2013;mastercard;5392 9503 1141 0410;Gross Callen;calgros4092;(539) 240-9697;;The Scotts Company;Price!=null failed
3424556;919;10146;26-01-2013;instapayment;6394 6334 2411 8171;Lamb Amelia;amelilamb6646;(208) 319-3966;;;Price!=null failed
3424557;171;10320;18-01-2013;amex;3745 6490 3852 666;Walters Kaleigh;kaleighwal8062;(315) 775-5713;;;Price!=null failed
3424558;888;10111;23-01-2013;maestro;5893 0589 9775 8930;Jensen Jefferson;jeffejensen5785;(718) 786-2052;;;Price!=null failed
3424559;807;10280;17-01-2013;instapayment;6388 7325 7876 1501;Bonner Camden;camdenbonne4585;(985) 147-0837;;;Price!=null failed
3424562;431;10030;28-01-2013;visaelectron;4175 0023 5603 4584;Larson Henry;henrlarson2443;(762) 409-3987;;;Price!=null failed
3424565;555;10040;15-01-2013;visa;4452 7829 6553 7143;Gibbs Jaylee;jaylgib4590;(603) 621-9616;;;Price!=null failed
3424567;504;10181;26-01-2013;visa;4479 7296 4236 4457;Velez Konner;konnvele8987;(941) 115-2150;;;Price!=null failed
3424578;271;10161;16-01-2013;mastercard;5231 4095 2214 3265;Kemp Anders;andkemp5640;(574) 369-8062;;;Price!=null failed
3424580;737;10029;07-01-2013;amex;3724 8031 6242 613;Bell Nathaniel;nathabell8282;(947) 653-7469;;;Price!=null failed
3424581;985;10079;05-01-2013;amex;3400 3154 8981 095;Herring Brendon;brenher7035;(915) 147-9853;;;Price!=null failed
3424582;527;10171;01-01-2013;instapayment;6399 5940 0870 3348;Cruz Amaya;amayacruz1983;(574) 109-7319;;Becton;Price!=null failed
3424588;643;10167;01-01-2013;visa;4699 7463 0412 2720;England Emmanuel;emmaenglan7983;(919) 982-2855;;;Price!=null failed
3424592;36;10094;25-01-2013;instapayment;6386 1232 9767 3148;Ramsey Sebastian;sebastianramse1666;(252) 258-0340;;;Price!=null failed
3424593;370;10126;06-01-2013;visaelectron;4913 7587 7375 7167;Jenkins Abigail;abigjenkin3261;(847) 357-5016;;;Price!=null failed
3424601;566;10293;19-01-2013;instapayment;6373 0335 9574 6642;Santiago Noe;noesantia6451;(909) 362-1405;;;Price!=null failed
